                                             LOG (LUMINOSITY)
               |-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
WAVELENGTH [A]    1 Myr          2 Myr          3 Myr          4 Myr          5 Myr          6 Myr          7 Myr          8 Myr          9 Myr          10 Myr         11 Myr         12 Myr         13 Myr        14 Myr         15 Myr         16 Myr          17 Myr        18 Myr         19 Myr         20 Myr
1.20550e+03    3.84062e+01    3.87023e+01    3.88963e+01    3.90330e+01    3.91299e+01    3.92106e+01    3.92726e+01    3.93203e+01    3.93590e+01    3.93904e+01    3.94161e+01    3.94373e+01    3.94554e+01    3.94707e+01    3.94838e+01    3.94949e+01    3.95048e+01    3.95133e+01    3.95209e+01    3.95276e+01    
1.20625e+03    3.83316e+01    3.86260e+01    3.88153e+01    3.89431e+01    3.90402e+01    3.91276e+01    3.91972e+01    3.92511e+01    3.92940e+01    3.93287e+01    3.93568e+01    3.93799e+01    3.93994e+01    3.94158e+01    3.94296e+01    3.94411e+01    3.94513e+01    3.94601e+01    3.94678e+01    3.94746e+01    
1.20700e+03    3.83753e+01    3.86729e+01    3.88721e+01    3.90073e+01    3.91028e+01    3.91804e+01    3.92403e+01    3.92868e+01    3.93241e+01    3.93546e+01    3.93796e+01    3.94002e+01    3.94177e+01    3.94324e+01    3.94447e+01    3.94550e+01    3.94641e+01    3.94720e+01    3.94790e+01    3.94852e+01    
1.20775e+03    3.83567e+01    3.86565e+01    3.88514e+01    3.89854e+01    3.90823e+01    3.91600e+01    3.92196e+01    3.92655e+01    3.93024e+01    3.93326e+01    3.93573e+01    3.93777e+01    3.93950e+01    3.94095e+01    3.94217e+01    3.94318e+01    3.94408e+01    3.94486e+01    3.94555e+01    3.94616e+01    
1.20850e+03    3.83124e+01    3.86033e+01    3.87985e+01    3.89350e+01    3.90338e+01    3.91149e+01    3.91776e+01    3.92261e+01    3.92650e+01    3.92968e+01    3.93228e+01    3.93443e+01    3.93625e+01    3.93777e+01    3.93906e+01    3.94012e+01    3.94106e+01    3.94188e+01    3.94260e+01    3.94323e+01    
1.20925e+03    3.82424e+01    3.86561e+01    3.88990e+01    3.89913e+01    3.90668e+01    3.91355e+01    3.91911e+01    3.92351e+01    3.92710e+01    3.93006e+01    3.93249e+01    3.93451e+01    3.93625e+01    3.93770e+01    3.93893e+01    3.93995e+01    3.94085e+01    3.94164e+01    3.94233e+01    3.94295e+01    
1.21000e+03    3.81978e+01    3.84907e+01    3.86794e+01    3.88122e+01    3.89096e+01    3.89955e+01    3.90636e+01    3.91165e+01    3.91593e+01    3.91942e+01    3.92225e+01    3.92462e+01    3.92664e+01    3.92833e+01    3.92975e+01    3.93092e+01    3.93196e+01    3.93287e+01    3.93366e+01    3.93437e+01    
1.21075e+03    3.82067e+01    3.85031e+01    3.86785e+01    3.87982e+01    3.88953e+01    3.89779e+01    3.90417e+01    3.90909e+01    3.91310e+01    3.91639e+01    3.91909e+01    3.92135e+01    3.92328e+01    3.92490e+01    3.92628e+01    3.92742e+01    3.92844e+01    3.92932e+01    3.93011e+01    3.93081e+01    
1.21150e+03    3.80619e+01    3.83510e+01    3.85315e+01    3.86574e+01    3.87580e+01    3.88486e+01    3.89208e+01    3.89767e+01    3.90217e+01    3.90583e+01    3.90882e+01    3.91131e+01    3.91344e+01    3.91523e+01    3.91674e+01    3.91800e+01    3.91913e+01    3.92011e+01    3.92098e+01    3.92176e+01    
1.21225e+03    3.80335e+01    3.83280e+01    3.85102e+01    3.86352e+01    3.87282e+01    3.88109e+01    3.88777e+01    3.89304e+01    3.89732e+01    3.90083e+01    3.90370e+01    3.90612e+01    3.90819e+01    3.90995e+01    3.91144e+01    3.91269e+01    3.91382e+01    3.91481e+01    3.91568e+01    3.91648e+01    
