                                                   LOG (TOTAL) [ERG/SEC/A]
               |-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
WAVELENGTH [A]    1Myr             2Myr           3Myr             4Myr           5Myr            6Myr             7Myr           8Myr             9Myr            10Myr            11Myr          12Myr           13Myr           14Myr           15Myr          16Myr           17Myr           18Myr           19Myr           20Myr           30Myr           40Myr           50Myr           60Myr           70Myr           80Myr           90Myr          100Myr           200Myr           300Myr         400Myr          500Myr          600Myr          700Myr          800Myr          900Myr
91.000000       18.249890       16.940660       16.419430       13.694770       11.328750       8.8790200      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
94.000000       18.800210       17.541660       17.021310       14.411360       12.117200       9.7315200      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
96.000000       19.328580       18.119870       17.600530       15.100040       12.874850       10.548790      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
98.000000       19.637760       18.457240       17.938550       15.500960       13.316230       11.024760      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
100.00000       19.991220       18.845920       18.328110       15.964520       13.825400       11.573720      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
102.00000       20.424060       19.323120       18.806480       16.529920       14.447000       12.242920      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
104.00000       20.732050       19.663360       19.147680       16.933820       14.891200       12.721290      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
106.00000       21.030030       19.992820       19.478150       17.324660       15.320620       13.183200      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
108.00000       21.367540       20.366910       19.853490       17.766830       15.806690       13.705400      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
110.00000       21.786820       20.831540       20.319830       18.315410       16.408030       14.351350      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
114.00000       22.307200       21.410440       20.901190       18.998090       17.157820       15.155920      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
118.00000       22.826410       21.988650       21.482220       19.676690       17.900630       15.954170      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
121.00000       23.282030       22.495110       21.991450       20.268670       18.547930       16.648350      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
125.00000       23.706310       22.966950       22.466220       20.819920       19.150570       17.295430      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
127.00000       23.977820       23.268060       22.769340       21.169650       19.532410       17.705140      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
128.00000       24.127850       23.434240       22.936680       21.362570       19.742940       17.930760      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
131.00000       24.355690       23.686930       23.191290       21.656680       20.064150       18.276080      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
132.00000       24.566870       23.919770       23.425920       21.925760       20.357090       18.589980      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
134.00000       24.722790       24.091700       23.599260       22.124910       20.574530       18.823610      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
137.00000       24.998060       24.395220       23.905410       22.475870       20.957150       19.234740      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
140.00000       25.318740       24.745060       24.258420       22.877790       21.394360       19.704400      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
143.00000       25.654030       25.110640       24.627560       23.297220       21.850740       20.193900      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
147.00000       26.002760       25.490840       25.011920       23.735050       22.328400       20.708450      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
151.00000       26.337370       25.849360       25.374320       24.141500       22.768620       21.182380      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
155.00000       26.686600       26.224000       25.753400       24.566740       23.230790       21.680650      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
159.00000       26.969840       26.526540       26.059770       24.909930       23.603710       22.083170      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000      -15.000000    
