                                             LOG (LUMINOSITY)
               |-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
WAVELENGTH [A]    1 Myr          2 Myr          3 Myr          4 Myr          5 Myr          6 Myr          7 Myr          8 Myr          9 Myr          10 Myr         11 Myr         12 Myr         13 Myr        14 Myr         15 Myr         16 Myr          17 Myr        18 Myr         19 Myr         20 Myr          30Myr          40Myr          50Myr           60Myr         70Myr           80Myr         90Myr           100Myr
1.01600e+03    3.97612e+01    4.00776e+01    4.02803e+01    4.03861e+01    4.04445e+01    4.04853e+01    4.05127e+01    4.05329e+01    4.05488e+01    4.05618e+01    4.05725e+01    4.05814e+01    4.05892e+01    4.05958e+01    4.06017e+01    4.06068e+01    4.06114e+01    4.06155e+01    4.06192e+01    4.06227e+01    4.06442e+01    4.06548e+01    4.06609e+01    4.06648e+01    4.06673e+01    4.06689e+01    4.06698e+01    4.06704e+01    
1.01620e+03    3.97658e+01    4.00827e+01    4.02840e+01    4.03890e+01    4.04470e+01    4.04876e+01    4.05148e+01    4.05349e+01    4.05507e+01    4.05637e+01    4.05743e+01    4.05832e+01    4.05909e+01    4.05975e+01    4.06033e+01    4.06084e+01    4.06130e+01    4.06170e+01    4.06207e+01    4.06241e+01    4.06455e+01    4.06558e+01    4.06616e+01    4.06651e+01    4.06674e+01    4.06689e+01    4.06698e+01    4.06704e+01    
1.01640e+03    3.97688e+01    4.00849e+01    4.02853e+01    4.03899e+01    4.04478e+01    4.04883e+01    4.05155e+01    4.05355e+01    4.05513e+01    4.05642e+01    4.05749e+01    4.05837e+01    4.05913e+01    4.05979e+01    4.06037e+01    4.06088e+01    4.06134e+01    4.06174e+01    4.06211e+01    4.06245e+01    4.06456e+01    4.06557e+01    4.06613e+01    4.06647e+01    4.06669e+01    4.06683e+01    4.06692e+01    4.06698e+01    
1.01660e+03    3.97733e+01    4.00892e+01    4.02897e+01    4.03935e+01    4.04509e+01    4.04911e+01    4.05182e+01    4.05381e+01    4.05538e+01    4.05666e+01    4.05772e+01    4.05860e+01    4.05936e+01    4.06002e+01    4.06060e+01    4.06110e+01    4.06155e+01    4.06196e+01    4.06232e+01    4.06266e+01    4.06475e+01    4.06576e+01    4.06635e+01    4.06672e+01    4.06697e+01    4.06712e+01    4.06722e+01    4.06727e+01    
1.01680e+03    3.97750e+01    4.00917e+01    4.02919e+01    4.03952e+01    4.04523e+01    4.04923e+01    4.05192e+01    4.05391e+01    4.05547e+01    4.05675e+01    4.05780e+01    4.05867e+01    4.05943e+01    4.06008e+01    4.06066e+01    4.06116e+01    4.06161e+01    4.06201e+01    4.06237e+01    4.06270e+01    4.06473e+01    4.06568e+01    4.06623e+01    4.06658e+01    4.06681e+01    4.06696e+01    4.06705e+01    4.06710e+01    
1.01700e+03    3.97725e+01    4.00914e+01    4.02910e+01    4.03943e+01    4.04514e+01    4.04914e+01    4.05183e+01    4.05381e+01    4.05537e+01    4.05665e+01    4.05770e+01    4.05857e+01    4.05933e+01    4.05998e+01    4.06055e+01    4.06105e+01    4.06150e+01    4.06189e+01    4.06225e+01    4.06258e+01    4.06454e+01    4.06543e+01    4.06592e+01    4.06622e+01    4.06642e+01    4.06656e+01    4.06665e+01    4.06670e+01    
1.01720e+03    3.97701e+01    4.00913e+01    4.02901e+01    4.03935e+01    4.04506e+01    4.04907e+01    4.05176e+01    4.05374e+01    4.05530e+01    4.05658e+01    4.05763e+01    4.05850e+01    4.05926e+01    4.05991e+01    4.06048e+01    4.06097e+01    4.06142e+01    4.06181e+01    4.06217e+01    4.06250e+01    4.06443e+01    4.06528e+01    4.06574e+01    4.06602e+01    4.06620e+01    4.06633e+01    4.06642e+01    4.06648e+01    
1.01740e+03    3.97706e+01    4.00909e+01    4.02888e+01    4.03924e+01    4.04496e+01    4.04898e+01    4.05167e+01    4.05366e+01    4.05523e+01    4.05650e+01    4.05756e+01    4.05843e+01    4.05919e+01    4.05984e+01    4.06041e+01    4.06090e+01    4.06135e+01    4.06175e+01    4.06210e+01    4.06243e+01    4.06437e+01    4.06522e+01    4.06568e+01    4.06596e+01    4.06615e+01    4.06628e+01    4.06637e+01    4.06643e+01    
1.01760e+03    3.97713e+01    4.00899e+01    4.02869e+01    4.03900e+01    4.04473e+01    4.04873e+01    4.05141e+01    4.05338e+01    4.05492e+01    4.05617e+01    4.05719e+01    4.05802e+01    4.05875e+01    4.05936e+01    4.05992e+01    4.06040e+01    4.06084e+01    4.06124e+01    4.06160e+01    4.06193e+01    4.06395e+01    4.06486e+01    4.06538e+01    4.06569e+01    4.06590e+01    4.06604e+01    4.06613e+01    4.06619e+01    
1.01780e+03    3.97716e+01    4.00888e+01    4.02856e+01    4.03900e+01    4.04479e+01    4.04884e+01    4.05156e+01    4.05357e+01    4.05515e+01    4.05645e+01    4.05752e+01    4.05841e+01    4.05919e+01    4.05985e+01    4.06044e+01    4.06094e+01    4.06140e+01    4.06180e+01    4.06217e+01    4.06251e+01    4.06453e+01    4.06548e+01    4.06601e+01    4.06633e+01    4.06655e+01    4.06669e+01    4.06678e+01    4.06683e+01    
1.01800e+03    3.97544e+01    4.00720e+01    4.02697e+01    4.03728e+01    4.04291e+01    4.04670e+01    4.04918e+01    4.05099e+01    4.05241e+01    4.05361e+01    4.05464e+01    4.05552e+01    4.05632e+01    4.05701e+01    4.05762e+01    4.05816e+01    4.05864e+01    4.05908e+01    4.05947e+01    4.05983e+01    4.06205e+01    4.06308e+01    4.06364e+01    4.06397e+01    4.06419e+01    4.06433e+01    4.06442e+01    4.06448e+01    
1.01820e+03    3.97446e+01    4.00614e+01    4.02588e+01    4.03591e+01    4.04152e+01    4.04537e+01    4.04797e+01    4.04988e+01    4.05137e+01    4.05262e+01    4.05368e+01    4.05459e+01    4.05539e+01    4.05608e+01    4.05667e+01    4.05717e+01    4.05762e+01    4.05801e+01    4.05835e+01    4.05866e+01    4.06072e+01    4.06179e+01    4.06237e+01    4.06271e+01    4.06292e+01    4.06306e+01    4.06314e+01    4.06320e+01    
1.01840e+03    3.97581e+01    4.00760e+01    4.02773e+01    4.03828e+01    4.04409e+01    4.04817e+01    4.05089e+01    4.05288e+01    4.05446e+01    4.05577e+01    4.05686e+01    4.05778e+01    4.05859e+01    4.05928e+01    4.05989e+01    4.06041e+01    4.06088e+01    4.06130e+01    4.06167e+01    4.06201e+01    4.06413e+01    4.06515e+01    4.06569e+01    4.06602e+01    4.06622e+01    4.06636e+01    4.06645e+01    4.06650e+01    
1.01860e+03    3.97737e+01    4.00937e+01    4.02965e+01    4.04040e+01    4.04631e+01    4.05047e+01    4.05324e+01    4.05528e+01    4.05688e+01    4.05819e+01    4.05926e+01    4.06015e+01    4.06092e+01    4.06159e+01    4.06218e+01    4.06270e+01    4.06317e+01    4.06360e+01    4.06398e+01    4.06434e+01    4.06653e+01    4.06754e+01    4.06809e+01    4.06841e+01    4.06861e+01    4.06875e+01    4.06883e+01    4.06889e+01    
1.01880e+03    3.97848e+01    4.01076e+01    4.03103e+01    4.04159e+01    4.04742e+01    4.05151e+01    4.05425e+01    4.05626e+01    4.05786e+01    4.05917e+01    4.06024e+01    4.06112e+01    4.06189e+01    4.06255e+01    4.06314e+01    4.06366e+01    4.06413e+01    4.06455e+01    4.06493e+01    4.06529e+01    4.06745e+01    4.06844e+01    4.06897e+01    4.06928e+01    4.06949e+01    4.06962e+01    4.06970e+01    4.06975e+01    
1.01900e+03    3.97825e+01    4.01066e+01    4.03073e+01    4.04121e+01    4.04697e+01    4.05097e+01    4.05366e+01    4.05563e+01    4.05717e+01    4.05844e+01    4.05950e+01    4.06039e+01    4.06118e+01    4.06186e+01    4.06246e+01    4.06298e+01    4.06345e+01    4.06387e+01    4.06425e+01    4.06461e+01    4.06672e+01    4.06767e+01    4.06817e+01    4.06846e+01    4.06865e+01    4.06878e+01    4.06887e+01    4.06892e+01    
1.01920e+03    3.97690e+01    4.00941e+01    4.02880e+01    4.03860e+01    4.04399e+01    4.04779e+01    4.05034e+01    4.05216e+01    4.05353e+01    4.05466e+01    4.05563e+01    4.05647e+01    4.05722e+01    4.05787e+01    4.05845e+01    4.05896e+01    4.05942e+01    4.05983e+01    4.06020e+01    4.06054e+01    4.06261e+01    4.06354e+01    4.06403e+01    4.06431e+01    4.06448e+01    4.06461e+01    4.06469e+01    4.06474e+01    
1.01940e+03    3.97659e+01    4.00924e+01    4.02871e+01    4.03832e+01    4.04361e+01    4.04725e+01    4.04969e+01    4.05146e+01    4.05281e+01    4.05392e+01    4.05486e+01    4.05566e+01    4.05637e+01    4.05698e+01    4.05752e+01    4.05797e+01    4.05839e+01    4.05875e+01    4.05908e+01    4.05938e+01    4.06121e+01    4.06203e+01    4.06244e+01    4.06266e+01    4.06280e+01    4.06290e+01    4.06298e+01    4.06302e+01    
