                                             LOG (LUMINOSITY)
               |-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
WAVELENGTH [A]    1 Myr          2 Myr          3 Myr          4 Myr          5 Myr          6 Myr          7 Myr          8 Myr          9 Myr          10 Myr         11 Myr         12 Myr         13 Myr        14 Myr         15 Myr         16 Myr          17 Myr        18 Myr         19 Myr         20 Myr          30Myr          40Myr          50Myr           60Myr         70Myr           80Myr         90Myr           100Myr
1.01600e+03    3.88215e+01    3.91267e+01    3.93231e+01    3.94477e+01    3.95311e+01    3.95938e+01    3.96402e+01    3.96768e+01    3.97067e+01    3.97321e+01    3.97536e+01    3.97720e+01    3.97884e+01    3.98027e+01    3.98156e+01    3.98269e+01    3.98374e+01    3.98469e+01    3.98556e+01    3.98637e+01    3.99173e+01    3.99461e+01    3.99640e+01    3.99757e+01    3.99837e+01    3.99891e+01    3.99926e+01    3.99950e+01    
1.01620e+03    3.88240e+01    3.91295e+01    3.93250e+01    3.94490e+01    3.95321e+01    3.95945e+01    3.96409e+01    3.96773e+01    3.97071e+01    3.97324e+01    3.97539e+01    3.97722e+01    3.97885e+01    3.98027e+01    3.98156e+01    3.98269e+01    3.98373e+01    3.98467e+01    3.98554e+01    3.98634e+01    3.99166e+01    3.99447e+01    3.99616e+01    3.99725e+01    3.99800e+01    3.99851e+01    3.99885e+01    3.99909e+01    
1.01640e+03    3.88252e+01    3.91302e+01    3.93253e+01    3.94490e+01    3.95320e+01    3.95944e+01    3.96407e+01    3.96771e+01    3.97069e+01    3.97321e+01    3.97535e+01    3.97718e+01    3.97881e+01    3.98023e+01    3.98151e+01    3.98264e+01    3.98368e+01    3.98462e+01    3.98547e+01    3.98628e+01    3.99153e+01    3.99429e+01    3.99594e+01    3.99700e+01    3.99772e+01    3.99823e+01    3.99857e+01    3.99881e+01    
1.01660e+03    3.88286e+01    3.91336e+01    3.93287e+01    3.94518e+01    3.95343e+01    3.95965e+01    3.96426e+01    3.96788e+01    3.97086e+01    3.97337e+01    3.97551e+01    3.97733e+01    3.97896e+01    3.98038e+01    3.98165e+01    3.98278e+01    3.98382e+01    3.98476e+01    3.98561e+01    3.98641e+01    3.99164e+01    3.99442e+01    3.99616e+01    3.99732e+01    3.99812e+01    3.99866e+01    3.99900e+01    3.99924e+01    
1.01680e+03    3.88291e+01    3.91345e+01    3.93295e+01    3.94522e+01    3.95344e+01    3.95964e+01    3.96423e+01    3.96784e+01    3.97080e+01    3.97331e+01    3.97544e+01    3.97725e+01    3.97887e+01    3.98028e+01    3.98155e+01    3.98266e+01    3.98369e+01    3.98462e+01    3.98547e+01    3.98626e+01    3.99135e+01    3.99398e+01    3.99562e+01    3.99671e+01    3.99746e+01    3.99799e+01    3.99833e+01    3.99858e+01    
1.01700e+03    3.88267e+01    3.91333e+01    3.93277e+01    3.94504e+01    3.95327e+01    3.95946e+01    3.96405e+01    3.96766e+01    3.97061e+01    3.97311e+01    3.97523e+01    3.97704e+01    3.97865e+01    3.98005e+01    3.98131e+01    3.98242e+01    3.98344e+01    3.98436e+01    3.98520e+01    3.98598e+01    3.99091e+01    3.99336e+01    3.99485e+01    3.99582e+01    3.99649e+01    3.99698e+01    3.99732e+01    3.99757e+01    
1.01720e+03    3.88250e+01    3.91326e+01    3.93265e+01    3.94493e+01    3.95316e+01    3.95935e+01    3.96394e+01    3.96754e+01    3.97050e+01    3.97300e+01    3.97512e+01    3.97692e+01    3.97852e+01    3.97992e+01    3.98118e+01    3.98228e+01    3.98330e+01    3.98421e+01    3.98505e+01    3.98582e+01    3.99067e+01    3.99303e+01    3.99443e+01    3.99533e+01    3.99595e+01    3.99642e+01    3.99676e+01    3.99702e+01    
1.01740e+03    3.88246e+01    3.91318e+01    3.93252e+01    3.94482e+01    3.95307e+01    3.95927e+01    3.96386e+01    3.96748e+01    3.97044e+01    3.97294e+01    3.97506e+01    3.97687e+01    3.97848e+01    3.97987e+01    3.98113e+01    3.98224e+01    3.98326e+01    3.98417e+01    3.98500e+01    3.98578e+01    3.99063e+01    3.99299e+01    3.99440e+01    3.99532e+01    3.99595e+01    3.99643e+01    3.99677e+01    3.99702e+01    
1.01760e+03    3.88233e+01    3.91296e+01    3.93225e+01    3.94453e+01    3.95279e+01    3.95899e+01    3.96357e+01    3.96716e+01    3.97009e+01    3.97254e+01    3.97461e+01    3.97636e+01    3.97791e+01    3.97926e+01    3.98049e+01    3.98158e+01    3.98260e+01    3.98352e+01    3.98437e+01    3.98516e+01    3.99024e+01    3.99280e+01    3.99434e+01    3.99535e+01    3.99605e+01    3.99655e+01    3.99690e+01    3.99715e+01    
1.01780e+03    3.88256e+01    3.91312e+01    3.93239e+01    3.94477e+01    3.95309e+01    3.95934e+01    3.96397e+01    3.96762e+01    3.97061e+01    3.97314e+01    3.97530e+01    3.97714e+01    3.97878e+01    3.98021e+01    3.98149e+01    3.98262e+01    3.98366e+01    3.98458e+01    3.98543e+01    3.98622e+01    3.99129e+01    3.99389e+01    3.99546e+01    3.99648e+01    3.99719e+01    3.99769e+01    3.99803e+01    3.99828e+01    
