                                             LOG (LUMINOSITY)
               |-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
WAVELENGTH [A]    1 Myr          2 Myr          3 Myr          4 Myr          5 Myr          6 Myr          7 Myr          8 Myr          9 Myr          10 Myr         11 Myr         12 Myr         13 Myr        14 Myr         15 Myr         16 Myr          17 Myr        18 Myr         19 Myr         20 Myr          30Myr          40Myr          50Myr           60Myr         70Myr           80Myr         90Myr           100Myr
1.01600e+03    3.97570e+01    3.98249e+01    3.98250e+01    3.96303e+01    3.94866e+01    3.93750e+01    3.92412e+01    3.91492e+01    3.90691e+01    3.89935e+01    3.89292e+01    3.88631e+01    3.88092e+01    3.87573e+01    3.87052e+01    3.86559e+01    3.86213e+01    3.85639e+01    3.85357e+01    3.85018e+01    3.81484e+01    3.79255e+01    3.77186e+01    3.75410e+01    3.73200e+01    3.71748e+01    3.69258e+01    3.68153e+01    
1.01620e+03    3.97612e+01    3.98289e+01    3.98252e+01    3.96302e+01    3.94866e+01    3.93743e+01    3.92409e+01    3.91488e+01    3.90687e+01    3.89930e+01    3.89286e+01    3.88625e+01    3.88084e+01    3.87564e+01    3.87042e+01    3.86547e+01    3.86199e+01    3.85624e+01    3.85341e+01    3.85000e+01    3.81437e+01    3.79075e+01    3.76879e+01    3.75026e+01    3.72859e+01    3.71575e+01    3.69236e+01    3.68151e+01    
1.01640e+03    3.97642e+01    3.98291e+01    3.98249e+01    3.96299e+01    3.94865e+01    3.93739e+01    3.92407e+01    3.91485e+01    3.90683e+01    3.89926e+01    3.89280e+01    3.88618e+01    3.88076e+01    3.87555e+01    3.87031e+01    3.86535e+01    3.86186e+01    3.85607e+01    3.85322e+01    3.84978e+01    3.81354e+01    3.78952e+01    3.76731e+01    3.74866e+01    3.72728e+01    3.71510e+01    3.69228e+01    3.68150e+01    
1.01660e+03    3.97688e+01    3.98342e+01    3.98273e+01    3.96296e+01    3.94866e+01    3.93743e+01    3.92407e+01    3.91486e+01    3.90684e+01    3.89927e+01    3.89282e+01    3.88619e+01    3.88078e+01    3.87557e+01    3.87033e+01    3.86537e+01    3.86188e+01    3.85609e+01    3.85323e+01    3.84977e+01    3.81308e+01    3.79097e+01    3.77079e+01    3.75339e+01    3.73159e+01    3.71728e+01    3.69255e+01    3.68153e+01    
1.01680e+03    3.97705e+01    3.98374e+01    3.98279e+01    3.96287e+01    3.94859e+01    3.93732e+01    3.92401e+01    3.91477e+01    3.90674e+01    3.89915e+01    3.89267e+01    3.88602e+01    3.88058e+01    3.87534e+01    3.87007e+01    3.86506e+01    3.86153e+01    3.85568e+01    3.85276e+01    3.84921e+01    3.81085e+01    3.78801e+01    3.76756e+01    3.75008e+01    3.72891e+01    3.71592e+01    3.69238e+01    3.68151e+01    
1.01700e+03    3.97680e+01    3.98377e+01    3.98261e+01    3.96277e+01    3.94851e+01    3.93717e+01    3.92393e+01    3.91467e+01    3.90662e+01    3.89900e+01    3.89249e+01    3.88581e+01    3.88033e+01    3.87506e+01    3.86974e+01    3.86469e+01    3.86111e+01    3.85518e+01    3.85220e+01    3.84855e+01    3.80827e+01    3.78359e+01    3.76184e+01    3.74369e+01    3.72366e+01    3.71336e+01    3.69207e+01    3.68148e+01    
1.01720e+03    3.97656e+01    3.98382e+01    3.98243e+01    3.96272e+01    3.94846e+01    3.93709e+01    3.92388e+01    3.91462e+01    3.90655e+01    3.89892e+01    3.89240e+01    3.88570e+01    3.88021e+01    3.87492e+01    3.86958e+01    3.86450e+01    3.86090e+01    3.85493e+01    3.85191e+01    3.84821e+01    3.80694e+01    3.78103e+01    3.75833e+01    3.73963e+01    3.72036e+01    3.71184e+01    3.69189e+01    3.68147e+01    
1.01740e+03    3.97654e+01    3.98353e+01    3.98228e+01    3.96272e+01    3.94847e+01    3.93709e+01    3.92388e+01    3.91462e+01    3.90655e+01    3.89892e+01    3.89240e+01    3.88570e+01    3.88020e+01    3.87492e+01    3.86957e+01    3.86450e+01    3.86089e+01    3.85492e+01    3.85191e+01    3.84820e+01    3.80680e+01    3.78122e+01    3.75888e+01    3.74042e+01    3.72106e+01    3.71216e+01    3.69193e+01    3.68147e+01    
1.01760e+03    3.97652e+01    3.98311e+01    3.98197e+01    3.96251e+01    3.94821e+01    3.93668e+01    3.92330e+01    3.91386e+01    3.90547e+01    3.89730e+01    3.89029e+01    3.88324e+01    3.87764e+01    3.87261e+01    3.86780e+01    3.86322e+01    3.86006e+01    3.85454e+01    3.85187e+01    3.84849e+01    3.80923e+01    3.78479e+01    3.76309e+01    3.74492e+01    3.72460e+01    3.71381e+01    3.69212e+01    3.68149e+01    
1.01780e+03    3.97650e+01    3.98280e+01    3.98210e+01    3.96297e+01    3.94870e+01    3.93741e+01    3.92417e+01    3.91498e+01    3.90703e+01    3.89958e+01    3.89322e+01    3.88666e+01    3.88125e+01    3.87595e+01    3.87054e+01    3.86542e+01    3.86178e+01    3.85581e+01    3.85282e+01    3.84920e+01    3.81073e+01    3.78667e+01    3.76501e+01    3.74681e+01    3.72604e+01    3.71450e+01    3.69220e+01    3.68150e+01    
