                                             LOG (LUMINOSITY)
               |-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
WAVELENGTH [A]    1 Myr          2 Myr          3 Myr          4 Myr          5 Myr          6 Myr          7 Myr          8 Myr          9 Myr          10 Myr         11 Myr         12 Myr         13 Myr        14 Myr         15 Myr         16 Myr          17 Myr        18 Myr         19 Myr         20 Myr

1.20550e+03    3.92365e+01    3.92623e+01    3.93652e+01    3.92377e+01    3.91859e+01    3.91453e+01    3.90297e+01    3.89432e+01    3.88624e+01    3.87653e+01    3.86933e+01    3.86154e+01    3.85433e+01    3.84709e+01    3.83886e+01    3.83245e+01    3.82721e+01    3.81915e+01    3.81409e+01    3.80779e+01    
1.20625e+03    3.91296e+01    3.91448e+01    3.92472e+01    3.90833e+01    3.90991e+01    3.90975e+01    3.90104e+01    3.89214e+01    3.88414e+01    3.87471e+01    3.86730e+01    3.85951e+01    3.85198e+01    3.84440e+01    3.83546e+01    3.82861e+01    3.82327e+01    3.81488e+01    3.80969e+01    3.80326e+01    
1.20700e+03    3.92298e+01    3.92935e+01    3.93784e+01    3.92353e+01    3.91494e+01    3.90981e+01    3.89884e+01    3.88949e+01    3.88139e+01    3.87219e+01    3.86465e+01    3.85681e+01    3.84907e+01    3.84143e+01    3.83231e+01    3.82529e+01    3.81999e+01    3.81156e+01    3.80644e+01    3.80006e+01    
1.20775e+03    3.92057e+01    3.92806e+01    3.93270e+01    3.92205e+01    3.91324e+01    3.90768e+01    3.89635e+01    3.88688e+01    3.87872e+01    3.86965e+01    3.86205e+01    3.85421e+01    3.84636e+01    3.83874e+01    3.82958e+01    3.82250e+01    3.81725e+01    3.80885e+01    3.80383e+01    3.79752e+01    
1.20850e+03    3.91382e+01    3.91436e+01    3.92946e+01    3.91547e+01    3.90908e+01    3.90501e+01    3.89419e+01    3.88523e+01    3.87736e+01    3.86802e+01    3.86071e+01    3.85310e+01    3.84546e+01    3.83786e+01    3.82869e+01    3.82169e+01    3.81636e+01    3.80786e+01    3.80284e+01    3.79652e+01    
1.20925e+03    3.90528e+01    3.98018e+01    3.91502e+01    3.90140e+01    3.90216e+01    3.90032e+01    3.89055e+01    3.88204e+01    3.87450e+01    3.86502e+01    3.85800e+01    3.85068e+01    3.84323e+01    3.83569e+01    3.82654e+01    3.81962e+01    3.81438e+01    3.80587e+01    3.80096e+01    3.79480e+01    
1.21000e+03    3.89530e+01    3.89933e+01    3.90992e+01    3.89472e+01    3.89564e+01    3.89489e+01    3.88566e+01    3.87755e+01    3.87040e+01    3.86086e+01    3.85417e+01    3.84721e+01    3.83994e+01    3.83250e+01    3.82336e+01    3.81653e+01    3.81152e+01    3.80306e+01    3.79834e+01    3.79245e+01    
1.21075e+03    3.90622e+01    3.90864e+01    3.90243e+01    3.89676e+01    3.89421e+01    3.89122e+01    3.88015e+01    3.87180e+01    3.86469e+01    3.85527e+01    3.84863e+01    3.84176e+01    3.83459e+01    3.82727e+01    3.81831e+01    3.81161e+01    3.80677e+01    3.79844e+01    3.79386e+01    3.78813e+01    
1.21150e+03    3.88015e+01    3.88243e+01    3.88922e+01    3.87760e+01    3.88117e+01    3.88187e+01    3.87339e+01    3.86532e+01    3.85829e+01    3.84895e+01    3.84240e+01    3.83564e+01    3.82861e+01    3.82144e+01    3.81268e+01    3.80613e+01    3.80152e+01    3.79337e+01    3.78894e+01    3.78339e+01    
