                                             LOG (LUMINOSITY)
               |-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
WAVELENGTH [A]    1 Myr          2 Myr          3 Myr          4 Myr          5 Myr          6 Myr          7 Myr          8 Myr          9 Myr          10 Myr         11 Myr         12 Myr         13 Myr        14 Myr         15 Myr         16 Myr          17 Myr        18 Myr         19 Myr         20 Myr          30Myr          40Myr          50Myr           60Myr         70Myr           80Myr         90Myr           100Myr
1.01600e+03    3.93234e+01    3.93565e+01    3.93783e+01    3.94158e+01    3.94568e+01    3.94185e+01    3.93020e+01    3.92100e+01    3.91299e+01    3.90543e+01    3.89900e+01    3.89239e+01    3.88700e+01    3.88181e+01    3.87660e+01    3.87167e+01    3.86820e+01    3.86247e+01    3.85965e+01    3.85626e+01    3.82092e+01    3.79863e+01    3.77794e+01    3.76018e+01    3.73808e+01    3.72356e+01    3.69866e+01    3.68761e+01    
1.01620e+03    3.93237e+01    3.93565e+01    3.93781e+01    3.94156e+01    3.94566e+01    3.94179e+01    3.93017e+01    3.92096e+01    3.91295e+01    3.90538e+01    3.89894e+01    3.89233e+01    3.88692e+01    3.88172e+01    3.87650e+01    3.87155e+01    3.86807e+01    3.86232e+01    3.85948e+01    3.85608e+01    3.82045e+01    3.79683e+01    3.77487e+01    3.75634e+01    3.73467e+01    3.72182e+01    3.69844e+01    3.68759e+01    
1.01640e+03    3.93231e+01    3.93558e+01    3.93777e+01    3.94154e+01    3.94564e+01    3.94174e+01    3.93015e+01    3.92093e+01    3.91291e+01    3.90534e+01    3.89888e+01    3.89226e+01    3.88684e+01    3.88163e+01    3.87639e+01    3.87143e+01    3.86793e+01    3.86215e+01    3.85930e+01    3.85586e+01    3.81962e+01    3.79560e+01    3.77339e+01    3.75474e+01    3.73336e+01    3.72117e+01    3.69836e+01    3.68758e+01    
1.01660e+03    3.93263e+01    3.93588e+01    3.93792e+01    3.94154e+01    3.94565e+01    3.94178e+01    3.93015e+01    3.92094e+01    3.91292e+01    3.90535e+01    3.89890e+01    3.89227e+01    3.88686e+01    3.88165e+01    3.87641e+01    3.87145e+01    3.86796e+01    3.86217e+01    3.85931e+01    3.85585e+01    3.81916e+01    3.79705e+01    3.77687e+01    3.75947e+01    3.73767e+01    3.72336e+01    3.69863e+01    3.68760e+01    
1.01680e+03    3.93270e+01    3.93593e+01    3.93792e+01    3.94150e+01    3.94560e+01    3.94167e+01    3.93009e+01    3.92085e+01    3.91282e+01    3.90523e+01    3.89875e+01    3.89210e+01    3.88665e+01    3.88142e+01    3.87615e+01    3.87114e+01    3.86761e+01    3.86176e+01    3.85884e+01    3.85529e+01    3.81693e+01    3.79409e+01    3.77364e+01    3.75616e+01    3.73499e+01    3.72200e+01    3.69846e+01    3.68759e+01    
1.01700e+03    3.93247e+01    3.93567e+01    3.93775e+01    3.94144e+01    3.94555e+01    3.94151e+01    3.93000e+01    3.92075e+01    3.91270e+01    3.90508e+01    3.89857e+01    3.89189e+01    3.88641e+01    3.88114e+01    3.87582e+01    3.87077e+01    3.86719e+01    3.86126e+01    3.85828e+01    3.85463e+01    3.81435e+01    3.78966e+01    3.76792e+01    3.74977e+01    3.72974e+01    3.71944e+01    3.69815e+01    3.68757e+01    
1.01720e+03    3.93227e+01    3.93544e+01    3.93760e+01    3.94141e+01    3.94552e+01    3.94143e+01    3.92996e+01    3.92070e+01    3.91263e+01    3.90500e+01    3.89848e+01    3.89178e+01    3.88628e+01    3.88100e+01    3.87566e+01    3.87058e+01    3.86698e+01    3.86101e+01    3.85799e+01    3.85429e+01    3.81302e+01    3.78711e+01    3.76441e+01    3.74571e+01    3.72644e+01    3.71792e+01    3.69797e+01    3.68755e+01    
1.01740e+03    3.93205e+01    3.93522e+01    3.93748e+01    3.94141e+01    3.94552e+01    3.94143e+01    3.92996e+01    3.92070e+01    3.91263e+01    3.90500e+01    3.89848e+01    3.89178e+01    3.88628e+01    3.88100e+01    3.87565e+01    3.87058e+01    3.86697e+01    3.86100e+01    3.85799e+01    3.85428e+01    3.81288e+01    3.78730e+01    3.76496e+01    3.74650e+01    3.72714e+01    3.71824e+01    3.69801e+01    3.68755e+01    
1.01760e+03    3.93166e+01    3.93484e+01    3.93721e+01    3.94126e+01    3.94538e+01    3.94102e+01    3.92938e+01    3.91994e+01    3.91155e+01    3.90338e+01    3.89637e+01    3.88932e+01    3.88372e+01    3.87869e+01    3.87388e+01    3.86930e+01    3.86613e+01    3.86062e+01    3.85795e+01    3.85457e+01    3.81531e+01    3.79087e+01    3.76917e+01    3.75100e+01    3.73067e+01    3.71989e+01    3.69820e+01    3.68757e+01    
1.01780e+03    3.93178e+01    3.93498e+01    3.93743e+01    3.94154e+01    3.94564e+01    3.94177e+01    3.93025e+01    3.92106e+01    3.91311e+01    3.90566e+01    3.89930e+01    3.89274e+01    3.88733e+01    3.88203e+01    3.87662e+01    3.87150e+01    3.86786e+01    3.86189e+01    3.85890e+01    3.85528e+01    3.81681e+01    3.79275e+01    3.77109e+01    3.75289e+01    3.73212e+01    3.72058e+01    3.69828e+01    3.68758e+01    
1.01800e+03    3.92986e+01    3.93308e+01    3.93554e+01    3.93965e+01    3.94169e+01    3.93595e+01    3.92347e+01    3.91381e+01    3.90615e+01    3.90009e+01    3.89539e+01    3.89022e+01    3.88588e+01    3.88120e+01    3.87615e+01    3.87134e+01    3.86798e+01    3.86230e+01    3.85952e+01    3.85611e+01    3.81839e+01    3.79330e+01    3.77038e+01    3.75130e+01    3.73040e+01    3.71950e+01    3.69701e+01    3.68517e+01    
1.01820e+03    3.92856e+01    3.93164e+01    3.93323e+01    3.93679e+01    3.94066e+01    3.93605e+01    3.92475e+01    3.91495e+01    3.90703e+01    3.90071e+01    3.89568e+01    3.89011e+01    3.88512e+01    3.87943e+01    3.87304e+01    3.86702e+01    3.86262e+01    3.85596e+01    3.85250e+01    3.84873e+01    3.81792e+01    3.79380e+01    3.76989e+01    3.74993e+01    3.72763e+01    3.71516e+01    3.69258e+01    3.68269e+01    
1.01840e+03    3.93175e+01    3.93502e+01    3.93723e+01    3.94096e+01    3.94517e+01    3.94144e+01    3.92920e+01    3.92008e+01    3.91245e+01    3.90560e+01    3.89983e+01    3.89374e+01    3.88859e+01    3.88326e+01    3.87763e+01    3.87231e+01    3.86849e+01    3.86239e+01    3.85931e+01    3.85569e+01    3.81967e+01    3.79459e+01    3.77112e+01    3.75160e+01    3.73031e+01    3.71919e+01    3.69763e+01    3.68755e+01    
1.01860e+03    3.93418e+01    3.93751e+01    3.94008e+01    3.94403e+01    3.94816e+01    3.94452e+01    3.93251e+01    3.92335e+01    3.91533e+01    3.90760e+01    3.90099e+01    3.89427e+01    3.88892e+01    3.88400e+01    3.87921e+01    3.87464e+01    3.87147e+01    3.86601e+01    3.86337e+01    3.86008e+01    3.82226e+01    3.79671e+01    3.77333e+01    3.75383e+01    3.73214e+01    3.72030e+01    3.69809e+01    3.68786e+01    
