                                             LOG (LUMINOSITY)
               |-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
WAVELENGTH [A]    1 Myr          2 Myr          3 Myr          4 Myr          5 Myr          6 Myr          7 Myr          8 Myr          9 Myr          10 Myr         11 Myr         12 Myr         13 Myr        14 Myr         15 Myr         16 Myr          17 Myr        18 Myr         19 Myr         20 Myr
1.23175e+03    3.85056e+01    3.85327e+01    3.85770e+01    3.85679e+01    3.85710e+01    3.85465e+01    3.84814e+01    3.84386e+01    3.84024e+01    3.83550e+01    3.83204e+01    3.82831e+01    3.82531e+01    3.82184e+01    3.81801e+01    3.81488e+01    3.81318e+01    3.80898e+01    3.80696e+01    3.80435e+01    
1.23250e+03    3.84935e+01    3.85122e+01    3.85642e+01    3.85550e+01    3.85642e+01    3.85431e+01    3.84800e+01    3.84379e+01    3.84020e+01    3.83546e+01    3.83206e+01    3.82839e+01    3.82549e+01    3.82214e+01    3.81847e+01    3.81542e+01    3.81379e+01    3.80966e+01    3.80768e+01    3.80508e+01    
1.23325e+03    3.84960e+01    3.85123e+01    3.85546e+01    3.85426e+01    3.85538e+01    3.85387e+01    3.84783e+01    3.84391e+01    3.84044e+01    3.83554e+01    3.83235e+01    3.82881e+01    3.82607e+01    3.82286e+01    3.81937e+01    3.81645e+01    3.81489e+01    3.81085e+01    3.80892e+01    3.80635e+01    
1.23400e+03    3.85153e+01    3.85367e+01    3.85642e+01    3.85526e+01    3.85617e+01    3.85447e+01    3.84832e+01    3.84463e+01    3.84128e+01    3.83634e+01    3.83331e+01    3.82989e+01    3.82724e+01    3.82408e+01    3.82066e+01    3.81783e+01    3.81632e+01    3.81230e+01    3.81040e+01    3.80788e+01    
1.23475e+03    3.85274e+01    3.85455e+01    3.85623e+01    3.85555e+01    3.85714e+01    3.85536e+01    3.84933e+01    3.84583e+01    3.84261e+01    3.83772e+01    3.83483e+01    3.83151e+01    3.82887e+01    3.82570e+01    3.82227e+01    3.81947e+01    3.81800e+01    3.81397e+01    3.81206e+01    3.80960e+01    
1.23550e+03    3.85144e+01    3.85350e+01    3.85474e+01    3.85413e+01    3.85639e+01    3.85512e+01    3.84944e+01    3.84579e+01    3.84246e+01    3.83779e+01    3.83486e+01    3.83151e+01    3.82885e+01    3.82576e+01    3.82245e+01    3.81972e+01    3.81833e+01    3.81437e+01    3.81250e+01    3.81010e+01    
1.23625e+03    3.85101e+01    3.85269e+01    3.85434e+01    3.85401e+01    3.85617e+01    3.85511e+01    3.84948e+01    3.84567e+01    3.84218e+01    3.83772e+01    3.83474e+01    3.83133e+01    3.82870e+01    3.82571e+01    3.82256e+01    3.81992e+01    3.81860e+01    3.81474e+01    3.81289e+01    3.81055e+01    
1.23700e+03    3.85099e+01    3.85273e+01    3.85472e+01    3.85391e+01    3.85591e+01    3.85480e+01    3.84948e+01    3.84554e+01    3.84188e+01    3.83757e+01    3.83451e+01    3.83100e+01    3.82849e+01    3.82564e+01    3.82272e+01    3.82020e+01    3.81892e+01    3.81518e+01    3.81336e+01    3.81103e+01    
1.23775e+03    3.85153e+01    3.85367e+01    3.85580e+01    3.85543e+01    3.85653e+01    3.85541e+01    3.85032e+01    3.84627e+01    3.84249e+01    3.83828e+01    3.83514e+01    3.83155e+01    3.82907e+01    3.82627e+01    3.82344e+01    3.82096e+01    3.81968e+01    3.81599e+01    3.81417e+01    3.81182e+01    
1.23850e+03    3.85405e+01    3.85682e+01    3.85877e+01    3.85740e+01    3.85774e+01    3.85680e+01    3.85150e+01    3.84732e+01    3.84344e+01    3.83932e+01    3.83610e+01    3.83243e+01    3.82994e+01    3.82714e+01    3.82433e+01    3.82186e+01    3.82058e+01    3.81690e+01    3.81507e+01    3.81272e+01    
1.23925e+03    3.85759e+01    3.86085e+01    3.86438e+01    3.86319e+01    3.86104e+01    3.85894e+01    3.85306e+01    3.84856e+01    3.84452e+01    3.84064e+01    3.83728e+01    3.83353e+01    3.83087e+01    3.82802e+01    3.82514e+01    3.82262e+01    3.82137e+01    3.81769e+01    3.81588e+01    3.81358e+01    
1.24000e+03    3.85611e+01    3.85955e+01    3.86376e+01    3.86181e+01    3.86112e+01    3.85968e+01    3.85401e+01    3.84928e+01    3.84509e+01    3.84138e+01    3.83791e+01    3.83406e+01    3.83128e+01    3.82842e+01    3.82553e+01    3.82299e+01    3.82176e+01    3.81809e+01    3.81628e+01    3.81401e+01    
1.24075e+03    3.86106e+01    3.86516e+01    3.86944e+01    3.86619e+01    3.86292e+01    3.86066e+01    3.85451e+01    3.84957e+01    3.84524e+01    3.84168e+01    3.83809e+01    3.83415e+01    3.83132e+01    3.82845e+01    3.82557e+01    3.82305e+01    3.82184e+01    3.81818e+01    3.81635e+01    3.81408e+01    
1.24150e+03    3.86316e+01    3.86871e+01    3.87384e+01    3.86938e+01    3.86459e+01    3.86144e+01    3.85489e+01    3.84987e+01    3.84550e+01    3.84201e+01    3.83840e+01    3.83445e+01    3.83153e+01    3.82863e+01    3.82569e+01    3.82314e+01    3.82195e+01    3.81827e+01    3.81645e+01    3.81420e+01    
1.24225e+03    3.86489e+01    3.87073e+01    3.87683e+01    3.87207e+01    3.86509e+01    3.86150e+01    3.85465e+01    3.84953e+01    3.84510e+01    3.84161e+01    3.83798e+01    3.83400e+01    3.83100e+01    3.82809e+01    3.82514e+01    3.82257e+01    3.82139e+01    3.81772e+01    3.81592e+01    3.81368e+01    
1.24300e+03    3.86708e+01    3.87297e+01    3.87982e+01    3.87339e+01    3.86533e+01    3.86138e+01    3.85400e+01    3.84878e+01    3.84425e+01    3.84072e+01    3.83707e+01    3.83305e+01    3.82995e+01    3.82706e+01    3.82413e+01    3.82155e+01    3.82037e+01    3.81673e+01    3.81495e+01    3.81272e+01    
1.24375e+03    3.87146e+01    3.87831e+01    3.88525e+01    3.87796e+01    3.86760e+01    3.86203e+01    3.85334e+01    3.84808e+01    3.84346e+01    3.83982e+01    3.83618e+01    3.83214e+01    3.82899e+01    3.82617e+01    3.82335e+01    3.82081e+01    3.81965e+01    3.81606e+01    3.81429e+01    3.81205e+01    
1.24450e+03    3.86965e+01    3.87627e+01    3.88255e+01    3.87475e+01    3.86576e+01    3.86059e+01    3.85229e+01    3.84713e+01    3.84249e+01    3.83871e+01    3.83512e+01    3.83110e+01    3.82797e+01    3.82521e+01    3.82248e+01    3.81999e+01    3.81885e+01    3.81531e+01    3.81355e+01    3.81131e+01    
1.24525e+03    3.87017e+01    3.87700e+01    3.88273e+01    3.87452e+01    3.86523e+01    3.85947e+01    3.85077e+01    3.84576e+01    3.84123e+01    3.83728e+01    3.83381e+01    3.82989e+01    3.82683e+01    3.82414e+01    3.82149e+01    3.81904e+01    3.81795e+01    3.81443e+01    3.81269e+01    3.81045e+01    
1.24600e+03    3.86870e+01    3.87473e+01    3.87891e+01    3.87160e+01    3.86359e+01    3.85829e+01    3.84982e+01    3.84490e+01    3.84047e+01    3.83647e+01    3.83306e+01    3.82921e+01    3.82618e+01    3.82348e+01    3.82081e+01    3.81836e+01    3.81728e+01    3.81377e+01    3.81206e+01    3.80983e+01    
1.24675e+03    3.86645e+01    3.87217e+01    3.87569e+01    3.86658e+01    3.86087e+01    3.85660e+01    3.84915e+01    3.84435e+01    3.84001e+01    3.83599e+01    3.83263e+01    3.82885e+01    3.82579e+01    3.82306e+01    3.82032e+01    3.81784e+01    3.81678e+01    3.81325e+01    3.81155e+01    3.80935e+01    
1.24750e+03    3.86218e+01    3.86764e+01    3.87048e+01    3.86180e+01    3.85810e+01    3.85571e+01    3.84925e+01    3.84453e+01    3.84031e+01    3.83624e+01    3.83289e+01    3.82917e+01    3.82604e+01    3.82319e+01    3.82028e+01    3.81773e+01    3.81666e+01    3.81308e+01    3.81135e+01    3.80916e+01    
1.24825e+03    3.86436e+01    3.87041e+01    3.87480e+01    3.86722e+01    3.86066e+01    3.85640e+01    3.84921e+01    3.84441e+01    3.84024e+01    3.83619e+01    3.83280e+01    3.82909e+01    3.82596e+01    3.82307e+01    3.82009e+01    3.81750e+01    3.81644e+01    3.81284e+01    3.81109e+01    3.80890e+01    
1.24900e+03    3.86444e+01    3.87020e+01    3.87473e+01    3.86755e+01    3.86116e+01    3.85666e+01    3.84899e+01    3.84409e+01    3.83991e+01    3.83593e+01    3.83249e+01    3.82874e+01    3.82567e+01    3.82277e+01    3.81979e+01    3.81721e+01    3.81616e+01    3.81256e+01    3.81080e+01    3.80858e+01    
1.24975e+03    3.86359e+01    3.86925e+01    3.87291e+01    3.86675e+01    3.86084e+01    3.85624e+01    3.84883e+01    3.84392e+01    3.83972e+01    3.83578e+01    3.83234e+01    3.82859e+01    3.82557e+01    3.82272e+01    3.81983e+01    3.81728e+01    3.81622e+01    3.81267e+01    3.81093e+01    3.80873e+01    
1.25050e+03    3.85196e+01    3.85541e+01    3.86056e+01    3.85655e+01    3.85504e+01    3.85356e+01    3.84875e+01    3.84401e+01    3.83984e+01    3.83590e+01    3.83250e+01    3.82878e+01    3.82584e+01    3.82305e+01    3.82024e+01    3.81773e+01    3.81667e+01    3.81315e+01    3.81142e+01    3.80924e+01    
1.25125e+03    3.86348e+01    3.86871e+01    3.87237e+01    3.86658e+01    3.86086e+01    3.85667e+01    3.84915e+01    3.84447e+01    3.84041e+01    3.83643e+01    3.83312e+01    3.82946e+01    3.82666e+01    3.82392e+01    3.82118e+01    3.81873e+01    3.81767e+01    3.81417e+01    3.81244e+01    3.81026e+01    
1.25200e+03    3.86214e+01    3.86720e+01    3.87211e+01    3.86637e+01    3.86075e+01    3.85660e+01    3.84933e+01    3.84459e+01    3.84051e+01    3.83660e+01    3.83328e+01    3.82965e+01    3.82680e+01    3.82406e+01    3.82132e+01    3.81887e+01    3.81788e+01    3.81440e+01    3.81270e+01    3.81055e+01    
1.25275e+03    3.86217e+01    3.86745e+01    3.87199e+01    3.86646e+01    3.86103e+01    3.85685e+01    3.84950e+01    3.84473e+01    3.84064e+01    3.83673e+01    3.83342e+01    3.82980e+01    3.82690e+01    3.82417e+01    3.82144e+01    3.81899e+01    3.81803e+01    3.81457e+01    3.81288e+01    3.81075e+01    
1.25350e+03    3.86065e+01    3.86492e+01    3.86876e+01    3.86342e+01    3.85928e+01    3.85610e+01    3.84965e+01    3.84500e+01    3.84093e+01    3.83694e+01    3.83367e+01    3.83006e+01    3.82717e+01    3.82445e+01    3.82174e+01    3.81931e+01    3.81835e+01    3.81489e+01    3.81319e+01    3.81105e+01    
1.25425e+03    3.86225e+01    3.86731e+01    3.87094e+01    3.86552e+01    3.86074e+01    3.85717e+01    3.85018e+01    3.84549e+01    3.84147e+01    3.83748e+01    3.83419e+01    3.83060e+01    3.82773e+01    3.82498e+01    3.82223e+01    3.81977e+01    3.81880e+01    3.81533e+01    3.81362e+01    3.81148e+01    
1.25500e+03    3.86353e+01    3.86887e+01    3.87267e+01    3.86659e+01    3.86082e+01    3.85730e+01    3.85040e+01    3.84572e+01    3.84175e+01    3.83776e+01    3.83446e+01    3.83088e+01    3.82802e+01    3.82522e+01    3.82241e+01    3.81992e+01    3.81893e+01    3.81544e+01    3.81371e+01    3.81157e+01    
1.25575e+03    3.86422e+01    3.86912e+01    3.87331e+01    3.86724e+01    3.86133e+01    3.85719e+01    3.84982e+01    3.84515e+01    3.84125e+01    3.83722e+01    3.83392e+01    3.83036e+01    3.82748e+01    3.82462e+01    3.82170e+01    3.81915e+01    3.81812e+01    3.81457e+01    3.81284e+01    3.81068e+01    
1.25650e+03    3.86229e+01    3.86736e+01    3.87135e+01    3.86560e+01    3.85990e+01    3.85605e+01    3.84871e+01    3.84400e+01    3.84004e+01    3.83599e+01    3.83264e+01    3.82903e+01    3.82613e+01    3.82326e+01    3.82033e+01    3.81775e+01    3.81669e+01    3.81312e+01    3.81139e+01    3.80919e+01    
1.25725e+03    3.86217e+01    3.86750e+01    3.87114e+01    3.86549e+01    3.85956e+01    3.85486e+01    3.84745e+01    3.84261e+01    3.83852e+01    3.83446e+01    3.83103e+01    3.82734e+01    3.82441e+01    3.82156e+01    3.81863e+01    3.81604e+01    3.81495e+01    3.81136e+01    3.80964e+01    3.80740e+01    
1.25800e+03    3.85978e+01    3.86476e+01    3.86944e+01    3.86308e+01    3.85828e+01    3.85463e+01    3.84738e+01    3.84243e+01    3.83826e+01    3.83413e+01    3.83060e+01    3.82680e+01    3.82375e+01    3.82080e+01    3.81772e+01    3.81501e+01    3.81379e+01    3.81013e+01    3.80839e+01    3.80611e+01    
1.25875e+03    3.86231e+01    3.86773e+01    3.87200e+01    3.86643e+01    3.85992e+01    3.85540e+01    3.84748e+01    3.84246e+01    3.83827e+01    3.83407e+01    3.83046e+01    3.82660e+01    3.82345e+01    3.82037e+01    3.81710e+01    3.81428e+01    3.81296e+01    3.80919e+01    3.80741e+01    3.80506e+01    
1.25950e+03    3.84669e+01    3.84951e+01    3.85309e+01    3.85063e+01    3.85155e+01    3.85170e+01    3.84756e+01    3.84271e+01    3.83861e+01    3.83431e+01    3.83066e+01    3.82677e+01    3.82357e+01    3.82032e+01    3.81683e+01    3.81390e+01    3.81251e+01    3.80861e+01    3.80673e+01    3.80431e+01    
1.26025e+03    3.84496e+01    3.84721e+01    3.85212e+01    3.84704e+01    3.85011e+01    3.85054e+01    3.84684e+01    3.84186e+01    3.83763e+01    3.83342e+01    3.82965e+01    3.82569e+01    3.82240e+01    3.81915e+01    3.81566e+01    3.81272e+01    3.81133e+01    3.80744e+01    3.80557e+01    3.80315e+01    
1.26100e+03    3.85301e+01    3.85778e+01    3.86360e+01    3.85969e+01    3.85610e+01    3.85328e+01    3.84661e+01    3.84132e+01    3.83693e+01    3.83278e+01    3.82893e+01    3.82488e+01    3.82153e+01    3.81830e+01    3.81486e+01    3.81191e+01    3.81053e+01    3.80666e+01    3.80481e+01    3.80238e+01    
1.26175e+03    3.86000e+01    3.86540e+01    3.86964e+01    3.86453e+01    3.85912e+01    3.85512e+01    3.84739e+01    3.84209e+01    3.83763e+01    3.83339e+01    3.82956e+01    3.82545e+01    3.82211e+01    3.81890e+01    3.81552e+01    3.81260e+01    3.81114e+01    3.80726e+01    3.80539e+01    3.80293e+01    
1.26250e+03    3.86198e+01    3.86741e+01    3.87165e+01    3.86585e+01    3.85998e+01    3.85569e+01    3.84781e+01    3.84255e+01    3.83812e+01    3.83387e+01    3.83005e+01    3.82594e+01    3.82259e+01    3.81935e+01    3.81593e+01    3.81298e+01    3.81151e+01    3.80758e+01    3.80569e+01    3.80322e+01    
1.26325e+03    3.86219e+01    3.86791e+01    3.87247e+01    3.86656e+01    3.86009e+01    3.85579e+01    3.84808e+01    3.84284e+01    3.83845e+01    3.83423e+01    3.83041e+01    3.82633e+01    3.82296e+01    3.81967e+01    3.81616e+01    3.81318e+01    3.81171e+01    3.80773e+01    3.80583e+01    3.80335e+01    
1.26400e+03    3.86219e+01    3.86756e+01    3.87260e+01    3.86734e+01    3.86078e+01    3.85608e+01    3.84796e+01    3.84251e+01    3.83796e+01    3.83387e+01    3.82997e+01    3.82582e+01    3.82239e+01    3.81917e+01    3.81571e+01    3.81276e+01    3.81136e+01    3.80741e+01    3.80555e+01    3.80308e+01    
1.26475e+03    3.85814e+01    3.86374e+01    3.86924e+01    3.86523e+01    3.86025e+01    3.85607e+01    3.84873e+01    3.84337e+01    3.83883e+01    3.83477e+01    3.83092e+01    3.82681e+01    3.82341e+01    3.82023e+01    3.81683e+01    3.81394e+01    3.81258e+01    3.80867e+01    3.80682e+01    3.80439e+01    
