                                             NORMALIZED SPECTRUM
               |-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
WAVELENGTH [A]    1 Myr          2 Myr          3 Myr          4 Myr          5 Myr          6 Myr          7 Myr          8 Myr          9 Myr          10 Myr         11 Myr         12 Myr         13 Myr        14 Myr         15 Myr         16 Myr          17 Myr        18 Myr         19 Myr         20 Myr          30Myr          40Myr          50Myr           60Myr         70Myr           80Myr         90Myr           100Myr
1.01600e+03    9.83000e-01    9.76900e-01    1.00010e+00    1.00100e+00    1.00060e+00    1.00260e+00    1.00220e+00    1.00250e+00    1.00280e+00    1.00310e+00    1.00350e+00    1.00390e+00    1.00440e+00    1.00480e+00    1.00530e+00    1.00590e+00    1.00630e+00    1.00710e+00    1.00760e+00    1.00810e+00    1.01710e+00    1.05260e+00    1.08680e+00    1.10770e+00    1.09400e+00    1.04700e+00    1.00580e+00    1.00040e+00    
1.01620e+03    9.88400e-01    9.81500e-01    9.99400e-01    9.99900e-01    9.99500e-01    1.00040e+00    1.00030e+00    1.00040e+00    1.00040e+00    1.00050e+00    1.00050e+00    1.00060e+00    1.00070e+00    1.00070e+00    1.00080e+00    1.00090e+00    1.00100e+00    1.00110e+00    1.00120e+00    1.00120e+00    1.00260e+00    1.00810e+00    1.01330e+00    1.01650e+00    1.01440e+00    1.00720e+00    1.00090e+00    1.00010e+00    
1.01640e+03    9.90900e-01    9.80800e-01    9.98100e-01    9.98700e-01    9.98400e-01    9.98700e-01    9.98800e-01    9.98600e-01    9.98400e-01    9.98200e-01    9.97900e-01    9.97700e-01    9.97400e-01    9.97200e-01    9.96800e-01    9.96500e-01    9.96100e-01    9.95600e-01    9.95100e-01    9.94500e-01    9.82900e-01    9.80000e-01    9.80100e-01    9.80800e-01    9.85300e-01    9.92700e-01    9.99100e-01    9.99900e-01    
1.01660e+03    9.98700e-01    9.89500e-01    1.00310e+00    9.98900e-01    9.99000e-01    1.00000e+00    9.99600e-01    9.99500e-01    9.99500e-01    9.99300e-01    9.99200e-01    9.99000e-01    9.98900e-01    9.98900e-01    9.98700e-01    9.98500e-01    9.98200e-01    9.97700e-01    9.97300e-01    9.96200e-01    9.77900e-01    1.01650e+00    1.06130e+00    1.09030e+00    1.08410e+00    1.04220e+00    1.00520e+00    1.00040e+00    
1.01680e+03    1.00020e+00    9.92600e-01    1.00270e+00    9.95800e-01    9.95900e-01    9.95900e-01    9.95800e-01    9.95100e-01    9.94500e-01    9.93700e-01    9.92800e-01    9.91800e-01    9.90900e-01    9.90100e-01    9.88900e-01    9.87500e-01    9.86300e-01    9.84100e-01    9.82400e-01    9.79400e-01    9.27900e-01    9.50100e-01    9.86700e-01    1.01260e+00    1.02170e+00    1.01110e+00    1.00140e+00    1.00010e+00    
1.01700e+03    9.95200e-01    9.90000e-01    9.96900e-01    9.92000e-01    9.91900e-01    9.90600e-01    9.90900e-01    9.89500e-01    9.88300e-01    9.86600e-01    9.84800e-01    9.82800e-01    9.80800e-01    9.79100e-01    9.76600e-01    9.73900e-01    9.71500e-01    9.67200e-01    9.64100e-01    9.58900e-01    8.71000e-01    8.57600e-01    8.67200e-01    8.78300e-01    9.09600e-01    9.55200e-01    9.94500e-01    9.99600e-01    
1.01720e+03    9.91600e-01    9.88700e-01    9.92300e-01    9.90000e-01    9.89800e-01    9.87800e-01    9.88300e-01    9.86600e-01    9.85000e-01    9.82900e-01    9.80700e-01    9.78100e-01    9.75600e-01    9.73400e-01    9.70300e-01    9.66800e-01    9.63800e-01    9.58500e-01    9.54600e-01    9.48500e-01    8.42600e-01    8.08200e-01    8.01000e-01    8.02700e-01    8.45900e-01    9.23400e-01    9.90600e-01    9.99300e-01    
1.01740e+03    9.89900e-01    9.83700e-01    9.89000e-01    9.90000e-01    9.89900e-01    9.87900e-01    9.88400e-01    9.86600e-01    9.85100e-01    9.82900e-01    9.80700e-01    9.78200e-01    9.75600e-01    9.73400e-01    9.70300e-01    9.66900e-01    9.63800e-01    9.58500e-01    9.54600e-01    9.48300e-01    8.40700e-01    8.12000e-01    8.11200e-01    8.17000e-01    8.59000e-01    9.29900e-01    9.91400e-01    9.99300e-01    
1.01760e+03    9.85800e-01    9.75000e-01    9.81800e-01    9.84900e-01    9.83900e-01    9.79100e-01    9.76700e-01    9.71700e-01    9.64300e-01    9.52500e-01    9.41500e-01    9.33000e-01    9.29200e-01    9.32300e-01    9.40000e-01    9.46600e-01    9.52300e-01    9.56500e-01    9.59400e-01    9.59800e-01    8.90700e-01    8.81400e-01    8.91800e-01    9.02700e-01    9.28600e-01    9.64600e-01    9.95700e-01    9.99700e-01    
1.01780e+03    9.90200e-01    9.75900e-01    9.88300e-01    9.97500e-01    9.97900e-01    9.98000e-01    9.98800e-01    9.99100e-01    1.00010e+00    1.00190e+00    1.00340e+00    1.00400e+00    1.00340e+00    1.00120e+00    9.97100e-01    9.93100e-01    9.89600e-01    9.84900e-01    9.81600e-01    9.77200e-01    9.22400e-01    9.19600e-01    9.31100e-01    9.41300e-01    9.58600e-01    9.79600e-01    9.97500e-01    9.99800e-01    
1.01800e+03    9.44800e-01    9.35400e-01    9.34100e-01    9.42300e-01    9.12800e-01    8.82200e-01    8.68900e-01    8.62800e-01    8.69200e-01    8.95900e-01    9.28200e-01    9.55600e-01    9.76100e-01    9.86200e-01    9.89400e-01    9.91900e-01    9.94100e-01    9.95300e-01    9.96200e-01    9.95700e-01    9.53200e-01    9.28700e-01    9.14900e-01    9.07600e-01    9.21800e-01    9.54900e-01    9.68500e-01    9.46700e-01    
1.01820e+03    9.20900e-01    9.13400e-01    9.01000e-01    8.96100e-01    8.90600e-01    8.78100e-01    8.84500e-01    8.74600e-01    8.76100e-01    8.98100e-01    9.24300e-01    9.43800e-01    9.51700e-01    9.42000e-01    9.20100e-01    9.00700e-01    8.84500e-01    8.69400e-01    8.58800e-01    8.52800e-01    9.43200e-01    9.36200e-01    9.02300e-01    8.77900e-01    8.64900e-01    8.66300e-01    8.77200e-01    8.95400e-01    
1.01840e+03    9.74400e-01    9.68400e-01    9.84400e-01    9.88200e-01    9.89800e-01    9.92200e-01    9.80000e-01    9.82200e-01    9.89600e-01    1.00350e+00    1.01720e+00    1.02760e+00    1.03260e+00    1.02970e+00    1.02090e+00    1.01290e+00    1.00590e+00    9.98600e-01    9.93600e-01    9.89200e-01    9.81000e-01    9.55500e-01    9.30100e-01    9.14200e-01    9.20900e-01    9.49900e-01    9.83100e-01    9.99400e-01    
1.01860e+03    1.02260e+00    1.01890e+00    1.04830e+00    1.05770e+00    1.05820e+00    1.06480e+00    1.05570e+00    1.05690e+00    1.05670e+00    1.05320e+00    1.04960e+00    1.04760e+00    1.04860e+00    1.05430e+00    1.06340e+00    1.07130e+00    1.07780e+00    1.08360e+00    1.08770e+00    1.08980e+00    1.04000e+00    1.00270e+00    9.77800e-01    9.61000e-01    9.59200e-01    9.73700e-01    9.93300e-01    1.00630e+00    
1.01880e+03    1.04810e+00    1.05260e+00    1.06680e+00    1.06870e+00    1.07000e+00    1.07280e+00    1.06990e+00    1.07430e+00    1.07600e+00    1.07290e+00    1.06870e+00    1.06610e+00    1.06650e+00    1.07170e+00    1.08010e+00    1.08720e+00    1.09310e+00    1.09800e+00    1.10140e+00    1.10260e+00    1.03850e+00    1.00150e+00    9.80200e-01    9.65300e-01    9.61800e-01    9.70600e-01    9.67400e-01    9.50100e-01    
1.01900e+03    1.03600e+00    1.03940e+00    1.04350e+00    1.04770e+00    1.04000e+00    1.03660e+00    1.03690e+00    1.02910e+00    1.02710e+00    1.03610e+00    1.04910e+00    1.06000e+00    1.06810e+00    1.07250e+00    1.07390e+00    1.07460e+00    1.07480e+00    1.07370e+00    1.07290e+00    1.07000e+00    9.88600e-01    9.33300e-01    8.97400e-01    8.76900e-01    9.03400e-01    9.73000e-01    1.00100e+00    9.52600e-01    
