                                             NORMALIZED SPECTRUM
               |-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
WAVELENGTH [A]    1 Myr          2 Myr          3 Myr          4 Myr          5 Myr          6 Myr          7 Myr          8 Myr          9 Myr          10 Myr         11 Myr         12 Myr         13 Myr        14 Myr         15 Myr         16 Myr          17 Myr        18 Myr         19 Myr         20 Myr          30Myr          40Myr          50Myr           60Myr         70Myr           80Myr         90Myr           100Myr
1.01800e+03    9.39300e-01    9.41400e-01    9.49100e-01    9.57000e-01    9.12800e-01    8.74400e-01    8.57100e-01    8.48400e-01    8.55200e-01    8.85300e-01    9.21700e-01    9.52900e-01    9.76600e-01    9.88400e-01    9.92400e-01    9.95600e-01    9.98400e-01    1.00040e+00    1.00160e+00    1.00140e+00    9.55700e-01    9.29100e-01    9.14000e-01    9.05500e-01    9.20000e-01    9.54900e-01    9.68500e-01    9.45900e-01    
1.01820e+03    9.11600e-01    9.10600e-01    8.99800e-01    8.96100e-01    8.91400e-01    8.76500e-01    8.82700e-01    8.70900e-01    8.72700e-01    8.98100e-01    9.27900e-01    9.50500e-01    9.59700e-01    9.48900e-01    9.23800e-01    9.01400e-01    8.82400e-01    8.64500e-01    8.52100e-01    8.44900e-01    9.45400e-01    9.39800e-01    9.03600e-01    8.77400e-01    8.63100e-01    8.64200e-01    8.74600e-01    8.93300e-01    
1.01840e+03    9.81300e-01    9.84200e-01    9.86600e-01    9.86400e-01    9.88900e-01    9.92400e-01    9.77900e-01    9.80100e-01    9.88900e-01    1.00510e+00    1.02100e+00    1.03330e+00    1.03950e+00    1.03650e+00    1.02690e+00    1.01800e+00    1.01020e+00    1.00230e+00    9.96600e-01    9.91800e-01    9.84100e-01    9.57100e-01    9.29600e-01    9.11800e-01    9.18000e-01    9.48200e-01    9.82400e-01    9.99300e-01    
1.01860e+03    1.03760e+00    1.04240e+00    1.05360e+00    1.05860e+00    1.05930e+00    1.06520e+00    1.05530e+00    1.05670e+00    1.05650e+00    1.05250e+00    1.04840e+00    1.04610e+00    1.04750e+00    1.05420e+00    1.06480e+00    1.07420e+00    1.08210e+00    1.08940e+00    1.09450e+00    1.09720e+00    1.04460e+00    1.00490e+00    9.78200e-01    9.59900e-01    9.57600e-01    9.72600e-01    9.92900e-01    1.00630e+00    
1.01880e+03    1.06350e+00    1.06590e+00    1.06780e+00    1.06730e+00    1.06960e+00    1.07230e+00    1.06960e+00    1.07490e+00    1.07700e+00    1.07360e+00    1.06900e+00    1.06610e+00    1.06690e+00    1.07310e+00    1.08300e+00    1.09180e+00    1.09890e+00    1.10540e+00    1.10970e+00    1.11150e+00    1.04320e+00    1.00380e+00    9.81200e-01    9.65200e-01    9.61600e-01    9.70900e-01    9.67200e-01    9.49300e-01    
1.01900e+03    1.04440e+00    1.04580e+00    1.04990e+00    1.05200e+00    1.04140e+00    1.03570e+00    1.03670e+00    1.02760e+00    1.02550e+00    1.03610e+00    1.05120e+00    1.06410e+00    1.07420e+00    1.07990e+00    1.08220e+00    1.08380e+00    1.08480e+00    1.08460e+00    1.08420e+00    1.08150e+00    9.94700e-01    9.35200e-01    8.96200e-01    8.72900e-01    9.00200e-01    9.73600e-01    1.00210e+00    9.52100e-01    
1.01920e+03    9.51400e-01    9.47200e-01    9.41700e-01    9.29800e-01    9.22300e-01    9.16200e-01    9.03800e-01    8.57300e-01    8.34200e-01    8.53000e-01    8.89700e-01    9.20800e-01    9.44000e-01    9.54500e-01    9.56500e-01    9.57800e-01    9.59100e-01    9.59000e-01    9.58700e-01    9.56800e-01    8.95700e-01    8.32000e-01    7.81400e-01    7.49200e-01    7.64600e-01    8.25400e-01    8.52100e-01    8.19700e-01    
1.01940e+03    9.41200e-01    9.36600e-01    9.26700e-01    9.15900e-01    8.92600e-01    8.60200e-01    8.60000e-01    8.26800e-01    8.09100e-01    8.19600e-01    8.41600e-01    8.59000e-01    8.68700e-01    8.67000e-01    8.56900e-01    8.47300e-01    8.39600e-01    8.30200e-01    8.23200e-01    8.16700e-01    7.75900e-01    6.94700e-01    6.18900e-01    5.69700e-01    5.83000e-01    6.58000e-01    7.20600e-01    7.32200e-01    
1.01960e+03    9.78900e-01    9.78500e-01    9.77100e-01    9.71300e-01    9.28700e-01    8.83300e-01    8.71400e-01    8.59700e-01    8.58300e-01    8.72300e-01    8.88300e-01    8.98300e-01    8.96800e-01    8.78800e-01    8.48000e-01    8.19800e-01    7.95900e-01    7.70900e-01    7.52900e-01    7.38300e-01    7.35300e-01    6.86000e-01    6.30800e-01    5.95200e-01    6.06500e-01    6.63300e-01    7.05500e-01    7.08200e-01    
1.01980e+03    9.77500e-01    9.78100e-01    9.76700e-01    9.69000e-01    9.23700e-01    8.72400e-01    8.52000e-01    8.33100e-01    8.28700e-01    8.46100e-01    8.67900e-01    8.82800e-01    8.84600e-01    8.67300e-01    8.35500e-01    8.06400e-01    7.81900e-01    7.56400e-01    7.38000e-01    7.23600e-01    7.35300e-01    6.80700e-01    6.16500e-01    5.76100e-01    5.99000e-01    6.82100e-01    7.39200e-01    7.30900e-01    
1.02000e+03    9.89600e-01    9.92900e-01    1.00090e+00    9.98400e-01    9.54500e-01    9.24900e-01    9.24900e-01    9.26600e-01    9.26200e-01    9.22000e-01    9.14300e-01    9.05300e-01    8.92700e-01    8.75400e-01    8.53600e-01    8.33600e-01    8.16800e-01    7.98700e-01    7.85700e-01    7.74800e-01    7.59400e-01    6.95200e-01    6.29000e-01    5.86500e-01    6.03400e-01    6.77200e-01    7.19000e-01    6.98100e-01    
1.02020e+03    9.37500e-01    9.39500e-01    9.50100e-01    9.61900e-01    9.43600e-01    9.20600e-01    9.34400e-01    9.37100e-01    9.34900e-01    9.25700e-01    9.13500e-01    9.01600e-01    8.89300e-01    8.77000e-01    8.63800e-01    8.51500e-01    8.41300e-01    8.29600e-01    8.20900e-01    8.13100e-01    7.74400e-01    6.92700e-01    6.15500e-01    5.66300e-01    5.88400e-01    6.79200e-01    7.39900e-01    7.27300e-01    
1.02040e+03    7.82400e-01    7.75600e-01    7.66800e-01    7.37400e-01    7.08700e-01    7.53800e-01    7.92000e-01    8.02000e-01    8.02500e-01    7.91000e-01    7.75800e-01    7.63100e-01    7.54200e-01    7.51200e-01    7.52400e-01    7.53300e-01    7.55100e-01    7.55100e-01    7.55000e-01    7.54800e-01    7.39100e-01    6.43100e-01    5.47600e-01    4.87100e-01    5.17400e-01    6.35400e-01    7.21700e-01    7.15900e-01    
1.02060e+03    6.70300e-01    6.56300e-01    6.27300e-01    6.08000e-01    6.43400e-01    6.63300e-01    6.83900e-01    6.69300e-01    6.57700e-01    6.55500e-01    6.59400e-01    6.63600e-01    6.69100e-01    6.76200e-01    6.84900e-01    6.92700e-01    7.00800e-01    7.06600e-01    7.10800e-01    7.14200e-01    6.99700e-01    5.83500e-01    4.66900e-01    3.90400e-01    4.05700e-01    5.12500e-01    5.94500e-01    5.99700e-01    
1.02080e+03    7.55100e-01    7.52400e-01    7.57700e-01    7.54300e-01    7.10200e-01    6.91800e-01    7.03000e-01    6.99300e-01    6.94100e-01    6.88000e-01    6.82100e-01    6.76600e-01    6.71400e-01    6.66600e-01    6.62000e-01    6.57800e-01    6.55700e-01    6.51500e-01    6.48600e-01    6.46900e-01    6.57700e-01    5.58500e-01    4.51000e-01    3.78800e-01    3.79200e-01    4.54100e-01    5.26600e-01    5.60000e-01    
1.02100e+03    7.50000e-01    7.45300e-01    7.38400e-01    7.23600e-01    6.88300e-01    6.66200e-01    6.69500e-01    6.66300e-01    6.59700e-01    6.48100e-01    6.35200e-01    6.23100e-01    6.11600e-01    6.01300e-01    5.91400e-01    5.82500e-01    5.76700e-01    5.68900e-01    5.63400e-01    5.60400e-01    5.98900e-01    5.26900e-01    4.40900e-01    3.86200e-01    4.09800e-01    5.09000e-01    5.88800e-01    6.01000e-01    
1.02120e+03    7.42200e-01    7.35300e-01    7.19700e-01    7.00200e-01    6.61600e-01    6.34800e-01    6.57400e-01    6.55700e-01    6.47100e-01    6.29900e-01    6.11200e-01    5.94600e-01    5.80800e-01    5.71500e-01    5.65000e-01    5.59200e-01    5.56100e-01    5.50700e-01    5.46900e-01    5.44800e-01    5.69200e-01    4.86600e-01    3.93100e-01    3.31300e-01    3.37200e-01    4.11400e-01    4.82800e-01    5.16700e-01    
1.02140e+03    7.56700e-01    7.52900e-01    7.52800e-01    7.45800e-01    7.05600e-01    6.78500e-01    6.87300e-01    6.66000e-01    6.51400e-01    6.50400e-01    6.54900e-01    6.56900e-01    6.53600e-01    6.42700e-01    6.26000e-01    6.10700e-01    5.99100e-01    5.85400e-01    5.75600e-01    5.68500e-01    5.87600e-01    5.13500e-01    4.28800e-01    3.73700e-01    3.86600e-01    4.66200e-01    5.30600e-01    5.44800e-01    
1.02160e+03    8.14600e-01    8.13300e-01    8.16700e-01    8.21300e-01    8.08500e-01    7.92300e-01    8.08500e-01    7.87700e-01    7.78400e-01    7.91000e-01    8.09200e-01    8.21000e-01    8.20800e-01    8.03100e-01    7.71800e-01    7.43000e-01    7.18900e-01    6.92600e-01    6.73500e-01    6.57100e-01    6.21600e-01    5.43900e-01    4.67300e-01    4.16900e-01    4.23900e-01    4.87600e-01    5.38400e-01    5.50600e-01    
1.02180e+03    8.72700e-01    8.75900e-01    8.89400e-01    9.00400e-01    8.94500e-01    8.89200e-01    9.10600e-01    8.92800e-01    8.81300e-01    8.84500e-01    8.91300e-01    8.93200e-01    8.85600e-01    8.64600e-01    8.32400e-01    8.02500e-01    7.77200e-01    7.49400e-01    7.29200e-01    7.10800e-01    6.39800e-01    5.49300e-01    4.68100e-01    4.14000e-01    4.17400e-01    4.78300e-01    5.25900e-01    5.36900e-01    
1.02200e+03    8.74300e-01    8.78200e-01    8.87900e-01    8.97400e-01    8.97000e-01    8.87600e-01    9.15900e-01    8.89000e-01    8.70300e-01    8.71300e-01    8.79200e-01    8.82200e-01    8.76000e-01    8.56700e-01    8.26500e-01    7.98300e-01    7.74400e-01    7.47700e-01    7.28000e-01    7.09600e-01    6.15900e-01    5.04700e-01    4.08100e-01    3.44400e-01    3.52900e-01    4.33200e-01    4.97000e-01    5.09800e-01    
1.02220e+03    8.51700e-01    8.54400e-01    8.56500e-01    8.60200e-01    8.73900e-01    8.83800e-01    9.30800e-01    9.20200e-01    9.09000e-01    9.03500e-01    8.99100e-01    8.91700e-01    8.78200e-01    8.56400e-01    8.26800e-01    7.99100e-01    7.75500e-01    7.48600e-01    7.28700e-01    7.09200e-01    5.83600e-01    4.54900e-01    3.48700e-01    2.80600e-01    3.05800e-01    4.21200e-01    5.06400e-01    5.08200e-01    
1.02240e+03    7.98200e-01    7.98500e-01    7.89800e-01    7.83400e-01    8.10900e-01    8.29000e-01    8.68600e-01    8.58400e-01    8.48400e-01    8.44400e-01    8.41200e-01    8.34800e-01    8.21500e-01    7.98700e-01    7.67500e-01    7.38400e-01    7.14100e-01    6.86700e-01    6.66600e-01    6.48000e-01    5.62800e-01    4.51200e-01    3.52200e-01    2.88200e-01    3.06700e-01    4.05800e-01    4.81300e-01    4.89600e-01    
1.02260e+03    7.46500e-01    7.45600e-01    7.35500e-01    7.26800e-01    7.55300e-01    7.75600e-01    8.10600e-01    7.94900e-01    7.83300e-01    7.83500e-01    7.86400e-01    7.84800e-01    7.74000e-01    7.50200e-01    7.15700e-01    6.83800e-01    6.57200e-01    6.27900e-01    6.06600e-01    5.88200e-01    5.39700e-01    4.43600e-01    3.50000e-01    2.86100e-01    2.74000e-01    3.17200e-01    3.83200e-01    4.51600e-01    
1.02280e+03    7.13900e-01    7.13600e-01    7.09900e-01    7.08800e-01    7.33600e-01    7.57000e-01    8.03900e-01    7.85500e-01    7.72000e-01    7.73600e-01    7.78700e-01    7.78700e-01    7.68000e-01    7.42400e-01    7.04500e-01    6.69700e-01    6.40600e-01    6.08700e-01    5.85600e-01    5.65700e-01    5.22000e-01    4.45800e-01    3.71800e-01    3.22000e-01    3.16900e-01    3.58300e-01    4.17500e-01    4.76700e-01    
1.02300e+03    7.01300e-01    7.01400e-01    7.04400e-01    7.12000e-01    7.46800e-01    7.81300e-01    8.38300e-01    8.23500e-01    8.09200e-01    8.04400e-01    8.01800e-01    7.95400e-01    7.80800e-01    7.54800e-01    7.18900e-01    6.85800e-01    6.58100e-01    6.27500e-01    6.05100e-01    5.85200e-01    5.20500e-01    4.51000e-01    3.89900e-01    3.49600e-01    3.52300e-01    3.97300e-01    4.33000e-01    4.48300e-01    
1.02320e+03    6.74700e-01    6.71700e-01    6.66300e-01    6.72100e-01    7.21000e-01    7.53500e-01    8.22400e-01    7.94800e-01    7.70400e-01    7.62800e-01    7.61600e-01    7.56200e-01    7.41700e-01    7.14600e-01    6.76700e-01    6.41900e-01    6.12900e-01    5.80900e-01    5.57700e-01    5.37600e-01    4.89800e-01    4.02100e-01    3.17500e-01    2.62600e-01    2.74700e-01    3.52400e-01    4.17600e-01    4.38700e-01    
1.02340e+03    6.50800e-01    6.45300e-01    6.35000e-01    6.45200e-01    7.12400e-01    7.39900e-01    8.13900e-01    7.81100e-01    7.51200e-01    7.39100e-01    7.34400e-01    7.25900e-01    7.08300e-01    6.78400e-01    6.37800e-01    6.00600e-01    5.69800e-01    5.36200e-01    5.11900e-01    4.91700e-01    4.68800e-01    3.80500e-01    2.88400e-01    2.28100e-01    2.38800e-01    3.19100e-01    3.88400e-01    4.13500e-01    
1.02360e+03    6.20600e-01    6.12200e-01    5.92000e-01    5.95900e-01    6.72000e-01    6.98600e-01    7.75200e-01    7.33700e-01    6.98700e-01    6.88800e-01    6.89600e-01    6.85500e-01    6.70500e-01    6.40400e-01    5.97900e-01    5.59100e-01    5.27200e-01    4.93000e-01    4.68400e-01    4.49200e-01    4.68600e-01    3.87800e-01    2.91900e-01    2.28100e-01    2.30800e-01    3.00300e-01    3.61600e-01    3.88400e-01    
1.02380e+03    5.39200e-01    5.26000e-01    4.94600e-01    4.91000e-01    5.80900e-01    6.12500e-01    6.85100e-01    6.32600e-01    5.91900e-01    5.85200e-01    5.93800e-01    5.96900e-01    5.88500e-01    5.63700e-01    5.26000e-01    4.91800e-01    4.64300e-01    4.34600e-01    4.13500e-01    3.98300e-01    4.57100e-01    3.87200e-01    2.93300e-01    2.30600e-01    2.30700e-01    2.94300e-01    3.52400e-01    3.82100e-01    
1.02400e+03    4.52600e-01    4.34700e-01    3.91200e-01    3.70700e-01    4.69600e-01    5.18400e-01    5.80300e-01    5.26100e-01    4.84600e-01    4.77600e-01    4.87200e-01    4.92500e-01    4.88800e-01    4.71900e-01    4.45200e-01    4.21200e-01    4.02800e-01    3.82300e-01    3.67800e-01    3.58700e-01    4.39200e-01    3.72100e-01    2.76900e-01    2.11600e-01    1.97900e-01    2.38800e-01    2.90000e-01    3.39800e-01    
1.02420e+03    3.71500e-01    3.52200e-01    3.05900e-01    2.71100e-01    3.69600e-01    4.41600e-01    4.92500e-01    4.33300e-01    3.90400e-01    3.86700e-01    4.02300e-01    4.13600e-01    4.16600e-01    4.07100e-01    3.88900e-01    3.72700e-01    3.61400e-01    3.47700e-01    3.38300e-01    3.33600e-01    4.25300e-01    3.39100e-01    2.21700e-01    1.40200e-01    1.16600e-01    1.56200e-01    2.14400e-01    2.79200e-01    
1.02440e+03    3.27000e-01    3.09900e-01    2.73600e-01    2.43300e-01    3.31700e-01    4.18800e-01    4.77800e-01    4.29000e-01    3.90200e-01    3.80600e-01    3.86600e-01    3.90300e-01    3.88500e-01    3.78900e-01    3.63800e-01    3.50600e-01    3.42100e-01    3.31400e-01    3.24200e-01    3.21900e-01    4.35400e-01    3.78100e-01    2.86700e-01    2.26000e-01    2.29500e-01    2.96700e-01    3.45800e-01    3.55900e-01    
1.02460e+03    2.90600e-01    2.72800e-01    2.37600e-01    2.05300e-01    2.79700e-01    3.65800e-01    4.20300e-01    3.80200e-01    3.48800e-01    3.42900e-01    3.50200e-01    3.55200e-01    3.54900e-01    3.47000e-01    3.34100e-01    3.22800e-01    3.16200e-01    3.07600e-01    3.02000e-01    3.01600e-01    4.35900e-01    3.83800e-01    2.92600e-01    2.30700e-01    2.23600e-01    2.72700e-01    3.13400e-01    3.34600e-01    
1.02480e+03    2.25400e-01    2.07100e-01    1.81500e-01    1.55600e-01    2.07100e-01    2.86600e-01    3.25900e-01    2.99900e-01    2.81300e-01    2.82000e-01    2.91600e-01    2.99100e-01    3.01400e-01    2.96300e-01    2.86600e-01    2.78500e-01    2.74800e-01    2.69400e-01    2.66200e-01    2.68600e-01    4.31400e-01    3.78600e-01    2.79700e-01    2.12500e-01    2.05200e-01    2.59600e-01    3.10100e-01    3.40600e-01    
1.02500e+03    1.79900e-01    1.61100e-01    1.40100e-01    1.21800e-01    1.49700e-01    2.09500e-01    2.44400e-01    2.30600e-01    2.22300e-01    2.28500e-01    2.40300e-01    2.49900e-01    2.54700e-01    2.52200e-01    2.45500e-01    2.40200e-01    2.39200e-01    2.36600e-01    2.35500e-01    2.40000e-01    4.20900e-01    3.94500e-01    3.18200e-01    2.63500e-01    2.32300e-01    2.29300e-01    2.38000e-01    2.76600e-01    
1.02520e+03    1.44700e-01    1.26900e-01    1.09100e-01    9.48000e-02    1.12900e-01    1.60500e-01    1.84500e-01    1.83900e-01    1.85300e-01    1.92500e-01    2.00500e-01    2.07200e-01    2.10300e-01    2.08000e-01    2.02900e-01    1.99200e-01    1.99800e-01    1.98800e-01    1.98800e-01    2.04800e-01    4.01500e-01    3.55200e-01    2.55200e-01    1.88000e-01    1.85400e-01    2.48500e-01    3.04600e-01    3.32800e-01    
1.02540e+03    1.34000e-01    1.17900e-01    1.01600e-01    8.71000e-02    1.03900e-01    1.44100e-01    1.51100e-01    1.55900e-01    1.61200e-01    1.66700e-01    1.70800e-01    1.74500e-01    1.76000e-01    1.74300e-01    1.71500e-01    1.69900e-01    1.72600e-01    1.73700e-01    1.75500e-01    1.83500e-01    4.00600e-01    3.55300e-01    2.50800e-01    1.77900e-01    1.53800e-01    1.83200e-01    2.27900e-01    2.83300e-01    
1.02560e+03    1.28100e-01    1.12600e-01    9.48000e-02    7.88000e-02    9.75000e-02    1.36200e-01    1.38400e-01    1.42100e-01    1.47900e-01    1.56000e-01    1.63300e-01    1.69600e-01    1.73200e-01    1.72400e-01    1.69900e-01    1.68700e-01    1.71600e-01    1.73000e-01    1.74900e-01    1.83000e-01    3.99900e-01    3.58400e-01    2.57800e-01    1.87000e-01    1.57800e-01    1.75800e-01    2.16200e-01    2.79800e-01    
1.02580e+03    1.20300e-01    1.06100e-01    9.46000e-02    8.56000e-02    1.04600e-01    1.44200e-01    1.46200e-01    1.51800e-01    1.59700e-01    1.69700e-01    1.78300e-01    1.85600e-01    1.89700e-01    1.88700e-01    1.85400e-01    1.83300e-01    1.85400e-01    1.85900e-01    1.87100e-01    1.94400e-01    4.01600e-01    3.47900e-01    2.37600e-01    1.63200e-01    1.58600e-01    2.25600e-01    2.90000e-01    3.26900e-01    
1.02600e+03    1.41300e-01    1.28000e-01    1.14400e-01    1.06900e-01    1.44700e-01    1.83300e-01    1.77300e-01    1.73100e-01    1.76400e-01    1.90300e-01    2.06000e-01    2.18700e-01    2.25300e-01    2.22600e-01    2.14300e-01    2.07600e-01    2.05600e-01    2.01900e-01    2.00100e-01    2.04600e-01    4.00700e-01    3.46700e-01    2.37800e-01    1.63200e-01    1.48600e-01    1.97400e-01    2.53300e-01    3.01200e-01    
1.02620e+03    1.82800e-01    1.71100e-01    1.54200e-01    1.46900e-01    1.95700e-01    2.32200e-01    2.36700e-01    2.25000e-01    2.21600e-01    2.32600e-01    2.47700e-01    2.59700e-01    2.65300e-01    2.61100e-01    2.50900e-01    2.42300e-01    2.38400e-01    2.32600e-01    2.29100e-01    2.31500e-01    3.99900e-01    3.45400e-01    2.42300e-01    1.69000e-01    1.33200e-01    1.41600e-01    1.77600e-01    2.47800e-01    
1.02640e+03    2.22900e-01    2.13800e-01    1.97300e-01    1.92500e-01    2.33600e-01    2.57500e-01    2.73500e-01    2.50200e-01    2.39000e-01    2.51200e-01    2.71500e-01    2.87400e-01    2.94600e-01    2.89000e-01    2.74700e-01    2.62400e-01    2.55100e-01    2.46000e-01    2.40000e-01    2.39900e-01    3.96300e-01    3.50800e-01    2.60300e-01    1.97500e-01    1.78400e-01    2.06600e-01    2.48500e-01    3.00700e-01    
1.02660e+03    2.85000e-01    2.79600e-01    2.65000e-01    2.62400e-01    2.92300e-01    2.99000e-01    3.17200e-01    2.90000e-01    2.76700e-01    2.90000e-01    3.12400e-01    3.29500e-01    3.36000e-01    3.26900e-01    3.07100e-01    2.89800e-01    2.78000e-01    2.64500e-01    2.55400e-01    2.52900e-01    4.11900e-01    3.57700e-01    2.56500e-01    1.86900e-01    1.71500e-01    2.13500e-01    2.62600e-01    3.08000e-01    
1.02680e+03    3.38900e-01    3.35500e-01    3.16400e-01    3.12300e-01    3.29500e-01    3.26400e-01    3.69700e-01    3.41400e-01    3.26700e-01    3.41900e-01    3.66900e-01    3.85600e-01    3.91800e-01    3.79700e-01    3.54700e-01    3.32500e-01    3.16200e-01    2.98200e-01    2.85700e-01    2.79900e-01    4.17900e-01    3.53200e-01    2.45800e-01    1.72200e-01    1.59000e-01    2.09200e-01    2.60900e-01    2.99800e-01    
1.02700e+03    3.79700e-01    3.78100e-01    3.57900e-01    3.54800e-01    3.84200e-01    3.85600e-01    4.33000e-01    4.08300e-01    3.95400e-01    4.10000e-01    4.32900e-01    4.49400e-01    4.53300e-01    4.38700e-01    4.10900e-01    3.85800e-01    3.66700e-01    3.45500e-01    3.30600e-01    3.21400e-01    4.16300e-01    3.47700e-01    2.46600e-01    1.75800e-01    1.49700e-01    1.73200e-01    2.11600e-01    2.65100e-01    
1.02720e+03    4.18500e-01    4.18800e-01    4.00900e-01    3.96000e-01    4.13100e-01    4.18900e-01    4.82800e-01    4.61400e-01    4.49000e-01    4.60900e-01    4.79500e-01    4.91500e-01    4.90300e-01    4.69900e-01    4.35200e-01    4.03900e-01    3.79300e-01    3.52600e-01    3.33700e-01    3.21300e-01    4.14200e-01    3.49300e-01    2.51700e-01    1.83800e-01    1.61700e-01    1.89600e-01    2.30700e-01    2.82400e-01    
