+91.000000    +21.443570    +21.414590    +21.375320    +19.720750    +19.526960    +17.867280    +15.408570    +14.090330    +12.707710    +11.224980    +9.4432800    +7.5993700    +7.2145900    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
+94.000000    +21.921070    +21.892200    +21.853110    +20.253900    +20.061080    +18.462510    +16.063370    +14.764060    +13.415520    +11.977460    +10.253540    +8.4624700    +8.0648800    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
+96.000000    +22.383670    +22.354920    +22.316030    +20.771690    +20.579880    +19.036710    +16.693040    +15.411260    +14.094880    +12.698160    +11.029300    +9.2902700    +8.8812400    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
+98.000000    +22.650360    +22.621700    +22.582940    +21.071230    +20.880070    +19.369510    +17.057670    +15.786010    +14.488590    +13.115910    +11.479720    +9.7724900    +9.3570500    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
+100.00000    +22.959540    +22.930980    +22.892390    +21.419580    +21.229190    +19.753690    +17.479310    +16.219530    +14.943150    +13.597910    +11.999320    +10.329160    +9.9066900    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
+102.00000    +23.339200    +23.310790    +23.272420    +21.847450    +21.658060    +20.224780    +17.995560    +16.749710    +15.498750    +14.185770    +12.633300    +11.009160    +10.578710    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
+104.00000    +23.609580    +23.581280    +23.543100    +22.152850    +21.964230    +20.560410    +18.363760    +17.128520    +15.895130    +14.605660    +13.086870    +11.496170    +11.060310    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
+106.00000    +23.871170    +23.842990    +23.805010    +22.448720    +22.260880    +20.885400    +18.719840    +17.495930    +16.279020    +15.011730    +13.525240    +11.967300    +11.526580    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
+108.00000    +24.169310    +24.141280    +24.103540    +22.785780    +22.598850    +21.254060    +19.123810    +17.911990    +16.714470    +15.472000    +14.021080    +12.500640    +12.054810    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
+110.00000    +24.540920    +24.513100    +24.475690    +23.206100    +23.020340    +21.712190    +19.624930    +18.428670    +17.253490    +16.041400    +14.635180    +13.161600    +12.710010    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
+114.00000    +25.002960    +24.975420    +24.938480    +23.727880    +23.543800    +22.283090    +20.249710    +19.073710    +17.925840    +16.752390    +15.402100    +13.988210    +13.530040    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
+118.00000    +25.465110    +25.437890    +25.401470    +24.249160    +24.066880    +22.851560    +20.873690    +19.718350    +18.596700    +17.461570    +16.166370    +14.812040    +14.348160    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    -15.000000    
